year,month,OP_CARRIER,flights,cancelled,diverted,delayed15,dep_delay_sum,dep_delay_n,arr_delay_sum,arr_delay_n,taxi_out_sum,taxi_in_sum,carrier_min,weather_min,nas_min,security_min,late_aircraft_min
2016,6,UA,46424,357,242,9053,642353.0,46090,215031.0,45825,824831.0,401021.0,185203.0,37036.0,153882.0,0.0,265374.0
2016,6,VX,5919,71,15,1538,66986.0,5852,56692.0,5833,96620.0,53512.0,19628.0,4356.0,22243.0,1107.0,31387.0
2016,6,WN,112286,1510,463,26838,1538069.0,110807,1088611.0,110313,1342462.0,697691.0,412685.0,69015.0,208813.0,4863.0,783896.0
2016,7,AA,81678,1432,334,22191,1325502.0,80375,1130979.0,79912,1512679.0,782783.0,473587.0,90892.0,357317.0,2323.0,604530.0
2016,7,AS,16256,20,23,1675,-4697.0,16242,-40003.0,16213,248328.0,109327.0,26125.0,1870.0,27872.0,630.0,20013.0
2016,7,B6,24927,510,75,7455,533076.0,24430,432520.0,24342,437016.0,166305.0,157525.0,26874.0,149034.0,1221.0,231878.0
2016,7,DL,83677,241,310,14828,1156123.0,83464,463729.0,83126,1504246.0,600415.0,396055.0,92372.0,326867.0,355.0,378254.0
2016,7,EV,43562,2319,221,10119,752316.0,41355,589180.0,41022,733689.0,312079.0,333256.0,18012.0,180067.0,0.0,334035.0
2016,7,F9,9019,31,19,3260,202085.0,8991,203686.0,8969,149403.0,107336.0,53294.0,3193.0,76353.0,0.0,105497.0
2016,7,HA,7022,16,16,758,15277.0,7009,16060.0,6990,81092.0,50605.0,20948.0,762.0,745.0,10.0,14586.0
2016,7,NK,11995,251,34,2981,176255.0,11756,134474.0,11710,181435.0,112439.0,13263.0,1393.0,163869.0,78.0,26378.0
2016,7,OO,54964,501,186,8703,449843.0,54511,251916.0,54277,996453.0,377789.0,226719.0,30368.0,124331.0,782.0,246761.0
2016,7,UA,48049,561,230,10473,828020.0,47546,406446.0,47258,850154.0,429138.0,216062.0,59741.0,202660.0,0.0,334788.0
2016,7,VX,6100,32,19,1447,70304.0,6074,53758.0,6049,97033.0,56368.0,18937.0,4044.0,27440.0,130.0,30058.0
2016,7,WN,115208,3395,483,29711,1941648.0,111854,1457929.0,111330,1341883.0,725218.0,562131.0,95068.0,236333.0,1488.0,968553.0
2016,8,AA,80241,1498,317,20756,1172613.0,78856,985438.0,78426,1514175.0,766441.0,455494.0,84790.0,339962.0,4094.0,517566.0
2016,8,AS,16455,25,32,1954,9247.0,16435,-20143.0,16398,257864.0,112717.0,26058.0,2774.0,32388.0,763.0,26333.0
2016,8,B6,24728,315,41,6327,389248.0,24420,273416.0,24372,429387.0,163319.0,121940.0,17390.0,110224.0,1487.0,185356.0
2016,8,DL,84540,1807,173,15000,1381940.0,82756,675283.0,82560,1448576.0,622112.0,678645.0,37704.0,225627.0,1703.0,465651.0
2016,8,EV,43255,1609,174,9616,624355.0,41705,471013.0,41472,738000.0,317200.0,291166.0,10789.0,155274.0,0.0,294196.0
2016,8,F9,8931,36,8,3004,163647.0,8900,152553.0,8887,147100.0,107419.0,43887.0,2891.0,56876.0,0.0,87544.0
2016,8,HA,7049,17,4,500,-8186.0,7035,-8148.0,7028,81451.0,51296.0,11712.0,75.0,487.0,22.0,6669.0
2016,8,NK,11992,197,15,3176,208831.0,11814,166594.0,11780,182228.0,113488.0,22190.0,4448.0,167557.0,581.0,41671.0
2016,8,OO,54552,356,175,9577,461582.0,54230,290540.0,54021,1004417.0,380905.0,199669.0,22969.0,140521.0,866.0,286670.0
2016,8,UA,49758,313,181,10693,701368.0,49471,323610.0,49264,885307.0,448579.0,191407.0,32581.0,189407.0,1717.0,304031.0
2016,8,VX,6071,17,7,1561,67183.0,6055,52268.0,6047,98246.0,55471.0,16205.0,3086.0,29260.0,346.0,28099.0
2016,8,WN,110775,703,362,21257,1006836.0,110084,563870.0,109710,1344525.0,692676.0,280901.0,58806.0,189786.0,2947.0,508482.0
2016,9,AA,72460,243,114,11982,427405.0,72240,148749.0,72103,1356063.0,666855.0,233191.0,32480.0,189906.0,923.0,218627.0
2016,9,AS,13858,34,22,1295,-20492.0,13830,-41391.0,13802,214901.0,93147.0,19172.0,1201.0,21086.0,327.0,15310.0
2016,9,B6,22396,110,38,4613,186097.0,22292,80192.0,22248,376831.0,145549.0,72878.0,9179.0,73903.0,864.0,106467.0
2016,9,DL,75475,10,134,7268,314817.0,75466,-320276.0,75331,1264675.0,528906.0,187857.0,26185.0,107209.0,429.0,107545.0
2016,9,EV,38994,324,119,6147,297160.0,38679,129990.0,38551,665730.0,281560.0,191972.0,7296.0,96033.0,0.0,154914.0
2016,9,F9,8646,43,10,2391,139509.0,8605,110390.0,8593,135113.0,103332.0,44160.0,1818.0,37177.0,0.0,82814.0
2016,9,HA,6178,9,4,526,-4782.0,6169,-4462.0,6165,70261.0,43147.0,11270.0,187.0,1242.0,162.0,6093.0
2016,9,NK,11151,49,13,1597,53624.0,11104,7778.0,11089,163088.0,101977.0,3054.0,239.0,96021.0,8.0,4179.0
2016,9,OO,48976,187,122,5282,126353.0,48807,-49190.0,48667,888440.0,335701.0,115098.0,20804.0,80193.0,205.0,125150.0
2016,9,UA,46935,175,83,7063,386860.0,46772,13701.0,46677,803443.0,418840.0,145058.0,15524.0,121097.0,0.0,173630.0
2016,9,VX,5726,18,4,993,34261.0,5708,15045.0,5704,86513.0,48528.0,10510.0,3010.0,15377.0,614.0,17983.0
2016,9,WN,104083,315,140,14529,605946.0,103777,135383.0,103628,1237903.0,628336.0,188054.0,27300.0,124833.0,613.0,318908.0
2016,10,AA,75171,825,86,10603,341524.0,74358,-1611.0,74260,1371440.0,683246.0,207907.0,6869.0,152090.0,1061.0,176503.0
2016,10,AS,14088,84,29,1643,-1778.0,14005,-29528.0,13975,217742.0,95605.0,18372.0,2276.0,31776.0,129.0,26009.0
2016,10,B6,23229,536,50,4755,211371.0,22695,86110.0,22643,372508.0,149175.0,87391.0,5749.0,62653.0,624.0,101079.0
2016,10,DL,78967,473,72,5636,199821.0,78494,-537724.0,78422,1283637.0,538575.0,155429.0,4195.0,80030.0,390.0,66128.0
2016,10,EV,39645,318,71,5694,267173.0,39338,54248.0,39256,660691.0,285573.0,175830.0,6471.0,84498.0,0.0,135772.0
2016,10,F9,8693,122,3,1803,87470.0,8573,48181.0,8568,133191.0,96235.0,29711.0,357.0,26623.0,0.0,52142.0
2016,10,HA,6232,6,7,410,-1772.0,6226,-4609.0,6219,69433.0,42875.0,13566.0,38.0,198.0,38.0,6135.0
2016,10,NK,11503,295,16,1580,63636.0,11209,15088.0,11192,161905.0,100831.0,17412.0,524.0,69823.0,162.0,21171.0
2016,10,OO,51015,533,71,6774,247568.0,50495,79448.0,50411,944859.0,349512.0,153637.0,17645.0,103903.0,513.0,170712.0
2016,10,UA,49951,349,65,7899,457453.0,49623,36611.0,49537,841557.0,426894.0,153199.0,4152.0,145508.0,53.0,199391.0
2016,10,VX,5854,70,16,1303,73203.0,5786,54682.0,5768,89845.0,48701.0,10477.0,2931.0,43483.0,169.0,29291.0
2016,10,WN,108278,936,107,15370,626322.0,107348,94833.0,107235,1295196.0,646429.0,177662.0,13861.0,147025.0,291.0,312484.0
2016,11,AA,71819,181,87,10207,303673.0,71659,-121199.0,71551,1297627.0,638603.0,178474.0,7950.0,154813.0,1465.0,175517.0
2016,11,AS,13946,10,19,1652,-10230.0,13937,-60544.0,13917,213231.0,96470.0,23433.0,1347.0,23838.0,294.0,20798.0
2016,11,B6,22974,42,40,3516,115242.0,22933,-53533.0,22892,367554.0,148190.0,73106.0,1278.0,49666.0,320.0,67772.0
2016,11,DL,74103,0,79,6317,259453.0,74103,-465303.0,74024,1232763.0,506890.0,161009.0,11386.0,90361.0,445.0,86401.0
2016,11,EV,36499,345,105,5847,324796.0,36160,122047.0,36049,619198.0,260848.0,183659.0,7557.0,90842.0,0.0,165724.0
2016,11,F9,7707,6,8,949,27330.0,7701,-36898.0,7693,116097.0,85132.0,16547.0,134.0,14139.0,0.0,21412.0
2016,11,HA,6074,11,6,498,-3366.0,6066,-2359.0,6057,67247.0,41035.0,13622.0,412.0,172.0,10.0,5258.0
2016,11,NK,11607,38,7,1529,42373.0,11573,-7672.0,11562,162195.0,101455.0,21105.0,1754.0,43120.0,156.0,28600.0
2016,11,OO,47286,328,146,6520,286962.0,46979,62070.0,46812,888942.0,334511.0,152175.0,37439.0,91885.0,541.0,188924.0
2016,11,UA,46082,116,64,6229,354963.0,45973,-143617.0,45902,773175.0,383627.0,118092.0,12354.0,110883.0,0.0,148179.0
2016,11,VX,5917,13,2,1083,38583.0,5905,4790.0,5902,85295.0,49588.0,11302.0,3588.0,17878.0,65.0,18218.0
2016,11,WN,106924,220,154,14524,617464.0,106711,-133238.0,106550,1263128.0,667205.0,173705.0,19299.0,124891.0,2100.0,294836.0
2016,12,AA,73802,550,132,14752,684940.0,73287,415848.0,73120,1359043.0,665182.0,300622.0,39547.0,204664.0,1926.0,327894.0
2016,12,AS,14515,232,71,3164,102670.0,14287,77968.0,14212,246175.0,106626.0,40043.0,10625.0,57631.0,546.0,64354.0
2016,12,B6,24328,248,100,6635,379487.0,24084,286043.0,23980,413170.0,161483.0,135945.0,11181.0,87952.0,2115.0,198894.0
2016,12,DL,71612,135,116,13077,834460.0,71486,314212.0,71361,1308749.0,526807.0,334783.0,72756.0,203219.0,598.0,252060.0
2016,12,EV,37513,1142,116,8670,574455.0,36397,446052.0,36255,659767.0,273795.0,267305.0,18677.0,140895.0,0.0,248339.0
2016,12,F9,8171,523,10,2536,204927.0,7658,177289.0,7638,127055.0,93692.0,64196.0,6955.0,45751.0,0.0,107018.0
2016,12,HA,6347,9,10,926,24992.0,6340,31714.0,6328,72491.0,44452.0,29055.0,4617.0,380.0,232.0,12101.0
2016,12,NK,12426,286,15,3164,166850.0,12149,141937.0,12125,184032.0,109053.0,51770.0,3618.0,88662.0,250.0,66599.0
2016,12,OO,49628,1830,283,12865,857791.0,47874,753018.0,47515,1036938.0,356851.0,332779.0,67838.0,185940.0,795.0,428682.0
2016,12,UA,45718,535,97,10334,726953.0,45210,357011.0,45086,779126.0,400291.0,199703.0,51154.0,181510.0,224.0,277424.0
2016,12,VX,6083,98,89,1741,103285.0,5988,83342.0,5896,91000.0,53582.0,20335.0,7755.0,35832.0,276.0,51002.0
2016,12,WN,110806,1876,217,25729,1369663.0,108962,834010.0,108713,1345297.0,722435.0,351283.0,40410.0,199383.0,1102.0,697706.0
2017,1,AA,73132,980,205,13999,542306.0,72214,237929.0,71947,1357471.0,655330.0,262291.0,32928.0,215165.0,2494.0,262373.0
2017,1,AS,14711,257,68,2964,76962.0,14469,47640.0,14386,247794.0,106917.0,34787.0,11325.0,55175.0,501.0,56879.0
2017,1,B6,24602,525,109,6061,341590.0,24088,201888.0,23968,413254.0,167512.0,123024.0,8707.0,92271.0,1896.0,177482.0
2017,1,DL,69813,782,189,12507,937289.0,69078,296384.0,68842,1275896.0,516238.0,385953.0,119719.0,210571.0,424.0,274704.0
2017,1,EV,35037,1159,146,8236,601381.0,33917,444352.0,33732,631538.0,255694.0,299209.0,11271.0,130083.0,0.0,261288.0
2017,1,F9,7760,162,19,2205,126336.0,7603,91530.0,7579,126462.0,81171.0,36930.0,1919.0,42050.0,0.0,68557.0
2017,1,HA,6276,18,7,875,18251.0,6258,22611.0,6251,71707.0,42782.0,26199.0,785.0,220.0,107.0,12349.0
2017,1,NK,12570,441,19,2957,142164.0,12140,108913.0,12110,185786.0,107921.0,26852.0,2166.0,129635.0,104.0,35892.0
2017,1,OO,50146,1880,272,12386,737642.0,48366,601294.0,47994,1053487.0,361019.0,291017.0,57385.0,188101.0,1248.0,387883.0
2017,1,UA,42403,232,115,8831,575304.0,42192,206578.0,42056,751794.0,357465.0,189305.0,22680.0,187095.0,148.0,217176.0
2017,1,VX,5782,137,77,1874,100936.0,5648,86671.0,5568,90235.0,52251.0,17445.0,6264.0,47026.0,78.0,46317.0
2017,1,WN,107785,2313,260,24804,1157048.0,105503,711714.0,105212,1324904.0,687079.0,291141.0,53985.0,240634.0,791.0,636445.0
2017,2,AA,67123,791,115,9046,284864.0,66346,-81405.0,66217,1207053.0,594209.0,189352.0,15534.0,139540.0,454.0,161090.0
2017,2,AS,13346,294,58,2644,70654.0,13066,52976.0,12994,220133.0,98312.0,38468.0,8810.0,54722.0,250.0,49254.0
2017,2,B6,22511,985,77,5172,239949.0,21530,123234.0,21449,372852.0,144296.0,94239.0,7477.0,75075.0,769.0,126566.0
2017,2,DL,65313,356,95,6428,311121.0,64967,-410418.0,64862,1109084.0,446090.0,150944.0,30638.0,107583.0,104.0,103547.0
2017,2,EV,30444,657,92,4621,241717.0,29802,40451.0,29695,520501.0,210644.0,146554.0,6379.0,73928.0,0.0,121057.0
2017,2,F9,6710,51,14,1125,51836.0,6661,-6368.0,6645,104718.0,67120.0,18750.0,849.0,17770.0,0.0,31200.0
2017,2,HA,5789,13,5,1243,43323.0,5777,54481.0,5771,69037.0,40562.0,22753.0,6271.0,2137.0,41.0,33168.0
2017,2,NK,11443,199,16,1893,70836.0,11252,27869.0,11228,162821.0,96085.0,28591.0,1616.0,56942.0,167.0,32924.0
2017,2,OO,46953,1115,233,8122,445634.0,45884,229612.0,45605,911379.0,330736.0,221800.0,32466.0,134858.0,590.0,255595.0
2017,2,UA,40004,370,78,6941,422803.0,39637,55763.0,39556,695881.0,320012.0,130713.0,18207.0,161398.0,33.0,180273.0
2017,2,VX,5140,180,40,1599,80632.0,4961,73379.0,4920,80180.0,43204.0,11092.0,7663.0,47519.0,143.0,31262.0
2017,2,WN,95741,1301,157,15430,600452.0,94452,117667.0,94283,1142205.0,590402.0,163305.0,29737.0,152806.0,205.0,331637.0
2017,3,AA,78114,1225,134,14113,600849.0,76926,262198.0,76755,1446680.0,700409.0,280480.0,17839.0,207236.0,1536.0,297770.0
2017,3,AS,15422,98,49,2975,49161.0,15328,51470.0,15275,253225.0,112207.0,36457.0,2873.0,47900.0,765.0,48255.0
2017,3,B6,25975,1018,31,6525,381192.0,24961,246683.0,24926,452082.0,163462.0,128251.0,5367.0,129337.0,500.0,179215.0
2017,3,DL,79070,439,137,9773,583158.0,78642,-148039.0,78494,1355640.0,544913.0,238209.0,48899.0,185917.0,311.0,189238.0
2017,3,EV,35235,1284,81,7179,486383.0,33962,327992.0,33870,608315.0,243405.0,250761.0,7040.0,113779.0,0.0,218376.0
2017,3,F9,7745,91,4,1508,76883.0,7656,29206.0,7650,123979.0,76789.0,20607.0,1489.0,27093.0,0.0,45542.0
2017,3,HA,6596,23,7,977,15331.0,6576,24544.0,6566,77574.0,46066.0,20137.0,2423.0,530.0,114.0,15520.0
2017,3,NK,12882,321,19,2877,158665.0,12571,118529.0,12542,192056.0,111767.0,50083.0,3494.0,87269.0,158.0,63441.0
2017,3,OO,58100,1110,190,11171,615330.0,57030,455444.0,56800,1118160.0,413862.0,273258.0,43823.0,167504.0,245.0,361172.0
2017,3,UA,48497,663,68,8504,501502.0,47840,137212.0,47766,840296.0,390987.0,152120.0,11211.0,181339.0,0.0,217110.0
2017,3,VX,5817,144,13,1851,94787.0,5676,87273.0,5661,93214.0,49816.0,14656.0,4238.0,46911.0,192.0,40898.0
2017,3,WN,115144,2111,184,21185,895882.0,113053,470916.0,112849,1387254.0,703452.0,231328.0,36942.0,191787.0,875.0,477510.0
2017,4,AA,73656,745,142,14819,706212.0,72964,436772.0,72769,1375081.0,672154.0,280228.0,28976.0,272635.0,1100.0,367915.0
2017,4,AS,15261,62,40,2706,36004.0,15203,32187.0,15159,244580.0,106688.0,31662.0,2234.0,47828.0,344.0,42994.0
2017,4,B6,25191,374,41,6536,447883.0,24828,289533.0,24776,443635.0,165391.0,131059.0,5576.0,147595.0,627.0,218605.0
2017,4,DL,77046,3151,177,14493,1430777.0,73926,828058.0,73718,1254356.0,527343.0,514692.0,224027.0,284173.0,493.0,442391.0
2017,4,EV,30789,911,102,6484,484239.0,29900,344755.0,29776,539800.0,215857.0,247037.0,12274.0,116421.0,0.0,213006.0
2017,4,F9,7801,27,9,1562,84551.0,7777,47829.0,7764,126504.0,78219.0,23977.0,1323.0,33928.0,0.0,53115.0
2017,4,HA,6470,13,3,708,-1316.0,6460,7860.0,6454,74166.0,43830.0,16550.0,662.0,247.0,0.0,9126.0
2017,4,NK,12544,229,17,2635,149866.0,12325,97160.0,12298,186279.0,112416.0,50024.0,2513.0,81278.0,341.0,61295.0
2017,4,OO,56210,914,122,10229,598597.0,55328,433158.0,55174,1038283.0,397677.0,298927.0,31866.0,156707.0,309.0,342324.0
2017,4,UA,45541,34,84,8136,467996.0,45514,146852.0,45423,820807.0,369179.0,124913.0,9924.0,221799.0,0.0,206353.0
2017,4,VX,5597,94,6,1880,113329.0,5505,103004.0,5497,89328.0,46225.0,13136.0,4326.0,65879.0,996.0,42734.0
2017,4,WN,112223,844,211,21955,1058055.0,111391,601056.0,111168,1334346.0,699009.0,268972.0,41926.0,212102.0,286.0,580264.0
2017,5,AA,77328,498,161,14699,641219.0,76878,327590.0,76669,1459780.0,713450.0,270284.0,17832.0,264601.0,1357.0,313351.0
2017,5,AS,16108,82,36,2685,25997.0,16031,20073.0,15990,270581.0,112347.0,31583.0,3794.0,49693.0,404.0,35833.0
2017,5,B6,25519,676,50,7633,606290.0,24859,423143.0,24793,452868.0,166717.0,161805.0,6117.0,190964.0,896.0,259036.0
2017,5,DL,80742,56,175,13694,819597.0,80699,277745.0,80511,1387516.0,565070.0,302808.0,21646.0,297900.0,402.0,266189.0
2017,5,EV,30851,726,100,6337,429419.0,30143,300916.0,30025,542479.0,219449.0,215116.0,5469.0,136040.0,0.0,182448.0
2017,5,F9,8632,42,6,1969,97057.0,8590,66297.0,8585,136618.0,91218.0,23469.0,1798.0,40408.0,0.0,61144.0
2017,5,HA,6790,12,3,686,5387.0,6778,10547.0,6775,79397.0,46477.0,19396.0,92.0,1119.0,24.0,8536.0
2017,5,NK,13405,840,12,3307,187200.0,12577,143647.0,12553,192800.0,118813.0,54842.0,4124.0,104179.0,529.0,65892.0
2017,5,OO,58567,400,111,9813,476482.0,58200,313035.0,58056,1092191.0,423433.0,253398.0,27258.0,153426.0,127.0,301502.0
2017,5,UA,49408,69,110,8587,497181.0,49355,131667.0,49229,898850.0,403946.0,140085.0,20395.0,234258.0,0.0,207859.0
2017,5,VX,5894,107,8,2317,128227.0,5789,120249.0,5779,105014.0,55789.0,17125.0,1414.0,69070.0,312.0,52785.0
2017,5,WN,113239,531,172,24953,1308634.0,112718,768489.0,112536,1370375.0,723432.0,312365.0,48786.0,232434.0,836.0,645959.0
2017,6,AA,77129,1294,241,19143,1073269.0,75932,847592.0,75594,1487226.0,746265.0,361406.0,75036.0,337484.0,1836.0,509330.0
2017,6,AS,16378,91,35,2671,45689.0,16299,20413.0,16252,277171.0,119485.0,34700.0,2337.0,46996.0,586.0,40426.0
2017,6,B6,25333,621,75,9295,738682.0,24744,617945.0,24637,483862.0,178193.0,194299.0,24581.0,193225.0,924.0,358553.0
2017,6,DL,81033,93,194,13681,837259.0,80951,254856.0,80746,1464636.0,590251.0,314004.0,47064.0,270994.0,884.0,277443.0
2017,6,EV,30131,654,99,6755,459896.0,29501,360265.0,29378,553359.0,226148.0,208512.0,8756.0,169081.0,0.0,188517.0
2017,6,F9,8913,23,10,2362,153590.0,8896,106863.0,8880,143975.0,96527.0,35462.0,2754.0,46929.0,0.0,77198.0
2017,6,HA,7076,13,6,663,4553.0,7064,7911.0,7057,85943.0,49941.0,19394.0,15.0,757.0,47.0,7284.0
2017,6,NK,13486,549,25,3701,233490.0,12950,192280.0,12912,203055.0,123004.0,52594.0,9251.0,119751.0,1290.0,90104.0
2017,6,OO,61567,590,159,10939,639186.0,61013,437625.0,60818,1152973.0,452963.0,322765.0,36820.0,146279.0,1003.0,364765.0
2017,6,UA,52015,241,151,10331,679021.0,51792,314516.0,51623,984595.0,428761.0,191316.0,30054.0,244696.0,117.0,302894.0
2017,6,VX,5970,67,12,1880,95672.0,5909,83144.0,5891,107691.0,61608.0,22857.0,1560.0,43013.0,451.0,43321.0
2017,6,WN,115235,1143,299,29298,1694834.0,114119,1209593.0,113793,1420729.0,763368.0,405718.0,81494.0,240030.0,2427.0,834152.0
2017,7,AA,79403,1506,330,19527,1151508.0,78024,867689.0,77567,1505768.0,793333.0,404061.0,90966.0,313719.0,3345.0,527143.0
2017,7,AS,17027,69,39,2322,25656.0,16971,-18777.0,16919,287494.0,123364.0,35517.0,4004.0,32538.0,805.0,32884.0
2017,7,B6,26436,659,99,8894,664129.0,25806,551037.0,25678,485172.0,189557.0,196997.0,21818.0,175998.0,857.0,321162.0
2017,7,DL,83604,36,241,13817,875142.0,83574,231902.0,83327,1519399.0,612564.0,353040.0,53414.0,259272.0,2199.0,280089.0
2017,7,EV,29231,884,104,6159,412020.0,28377,304088.0,28243,524098.0,218034.0,189258.0,10127.0,154181.0,0.0,165295.0
2017,7,F9,9611,45,23,2314,168948.0,9574,96442.0,9543,156670.0,105918.0,34856.0,3030.0,42849.0,0.0,91175.0
2017,7,HA,7308,21,6,538,-1620.0,7289,-1965.0,7281,87785.0,51388.0,12212.0,102.0,595.0,189.0,6983.0
2017,7,NK,14212,416,32,3318,192423.0,13818,134431.0,13764,212034.0,135056.0,23125.0,5241.0,169541.0,330.0,38206.0
2017,7,OO,64559,814,139,12564,763027.0,63790,578802.0,63606,1237403.0,483452.0,361051.0,36731.0,168590.0,447.0,439684.0
2017,7,UA,53569,435,228,10739,761702.0,53161,356075.0,52906,1036694.0,433215.0,196130.0,51341.0,240875.0,0.0,368667.0
2017,7,VX,6135,20,9,1461,62595.0,6119,37047.0,6107,111047.0,61374.0,14498.0,2436.0,32791.0,276.0,27198.0
2017,7,WN,117975,852,305,28428,1568160.0,117151,1025394.0,116818,1487305.0,784509.0,382918.0,78704.0,225258.0,1301.0,768009.0
2017,8,AA,79269,994,236,16471,757301.0,78357,510286.0,78039,1513074.0,757922.0,307719.0,45074.0,266876.0,2437.0,361097.0
2017,8,AS,16784,109,41,2732,43797.0,16681,15221.0,16634,288452.0,121197.0,32365.0,2437.0,46940.0,1171.0,38640.0
2017,8,B6,26194,584,76,7699,488998.0,25627,385799.0,25534,476610.0,184495.0,170866.0,17195.0,126492.0,1538.0,234157.0
2017,8,DL,84805,191,163,10307,518454.0,84622,-182677.0,84451,1471179.0,612517.0,242963.0,22743.0,166696.0,937.0,174936.0
2017,8,EV,28807,1945,98,5411,319782.0,26895,205536.0,26764,501414.0,205845.0,148805.0,10621.0,117996.0,0.0,148968.0
2017,8,F9,9232,106,16,1982,123724.0,9126,70737.0,9114,149761.0,93315.0,31055.0,1113.0,36205.0,0.0,73273.0
2017,8,HA,7280,21,11,479,-5444.0,7260,-5311.0,7248,86961.0,51454.0,13647.0,269.0,416.0,8.0,6452.0
2017,8,NK,14253,486,27,2784,127646.0,13780,73210.0,13740,211011.0,128828.0,27447.0,5830.0,105983.0,325.0,40231.0
2017,8,OO,66073,1015,153,13671,875802.0,65098,713395.0,64905,1289397.0,492934.0,411529.0,45330.0,192198.0,1077.0,479257.0
2017,8,UA,55445,2201,193,10093,575238.0,53273,209451.0,53051,1053045.0,427492.0,152343.0,50921.0,225083.0,134.0,275778.0
2017,8,VX,6151,36,16,2000,90406.0,6118,86398.0,6100,128765.0,55775.0,18203.0,1683.0,54304.0,245.0,44209.0
2017,8,WN,116158,3319,256,31080,1671380.0,112872,1251958.0,112583,1477320.0,764787.0,419307.0,65996.0,243979.0,1302.0,832508.0
2017,9,AA,72061,3328,113,8934,282959.0,68756,-42907.0,68620,1259499.0,638889.0,191177.0,22351.0,128703.0,1442.0,159993.0
2017,9,AS,14934,109,29,1895,-4495.0,14828,-38551.0,14796,251168.0,105279.0,27267.0,1977.0,29208.0,220.0,21852.0
2017,9,B6,23957,2233,34,4887,272802.0,21734,140143.0,21690,396466.0,145869.0,100089.0,10357.0,102718.0,491.0,134869.0
2017,9,DL,75505,1705,125,6702,290978.0,73804,-289815.0,73675,1231980.0,516763.0,183457.0,37216.0,118517.0,283.0,91815.0
2017,9,EV,24040,996,56,3517,150937.0,23052,35609.0,22988,421201.0,174213.0,100608.0,2179.0,74233.0,0.0,78637.0
2017,9,F9,8662,274,14,1103,48023.0,8389,-16387.0,8374,128912.0,80853.0,21200.0,594.0,16608.0,0.0,34119.0
2017,9,HA,6571,23,2,370,-11501.0,6552,-17068.0,6546,75688.0,45157.0,11516.0,484.0,169.0,33.0,3513.0
2017,9,NK,12919,1350,9,1864,86201.0,11577,-4169.0,11560,170429.0,106921.0,39892.0,3715.0,46187.0,286.0,40466.0
2017,9,OO,59781,366,126,7847,270095.0,59435,67173.0,59289,1133329.0,450725.0,213592.0,21855.0,96981.0,556.0,211705.0
2017,9,UA,48875,1456,67,5588,166181.0,47425,-217175.0,47352,885402.0,381361.0,89683.0,8826.0,125113.0,7.0,112459.0
2017,9,VX,5808,53,11,1247,33970.0,5755,24939.0,5744,113665.0,49906.0,13557.0,1384.0,29210.0,423.0,23258.0
2017,9,WN,105614,3450,205,14960,764751.0,102175,112298.0,101959,1254094.0,518396.0,204936.0,28738.0,123019.0,475.0,365912.0
2017,10,AA,75712,362,119,10803,382562.0,75375,74373.0,75231,1384183.0,694864.0,219471.0,12016.0,160783.0,1534.0,201191.0
2017,10,AS,15076,77,44,1990,11284.0,15003,-31789.0,14955,256056.0,105556.0,27931.0,1035.0,33648.0,454.0,30302.0
2017,10,B6,24285,505,48,4390,220899.0,23785,58591.0,23732,408581.0,153492.0,77981.0,6151.0,105457.0,617.0,103533.0
2017,10,DL,79476,10,85,8316,399160.0,79466,-177793.0,79381,1309920.0,551461.0,199703.0,13611.0,155802.0,1058.0,137303.0
2017,10,EV,23622,329,55,4200,248929.0,23299,146868.0,23238,434104.0,172877.0,141871.0,4695.0,82319.0,0.0,115884.0
2017,10,F9,9270,50,16,1598,100225.0,9220,36593.0,9209,142495.0,88673.0,30400.0,392.0,23916.0,0.0,63533.0
2017,10,HA,6744,25,9,671,5396.0,6721,4771.0,6710,78696.0,46622.0,14255.0,1546.0,198.0,60.0,9834.0
2017,10,NK,13080,81,9,1591,60074.0,13001,-36081.0,12990,187050.0,120197.0,27016.0,3109.0,45063.0,915.0,38438.0
2017,10,OO,64740,963,164,10737,560617.0,63817,377861.0,63613,1246457.0,479692.0,312324.0,34317.0,148380.0,736.0,338462.0
2017,10,UA,51284,156,85,6961,319250.0,51140,-68802.0,51043,963714.0,393255.0,102825.0,16738.0,183573.0,101.0,165076.0
2017,10,VX,6246,97,12,1560,74914.0,6153,61531.0,6137,122229.0,50769.0,16072.0,1364.0,48328.0,130.0,36278.0
2017,10,WN,110262,648,101,16210,803749.0,109625,115041.0,109513,1348876.0,553929.0,245318.0,6251.0,118391.0,3294.0,339384.0
2017,11,AA,69677,103,80,7638,234103.0,69583,-244720.0,69494,1245090.0,633818.0,167366.0,5578.0,83816.0,4339.0,135721.0
2017,11,AS,14638,135,27,2299,36074.0,14512,2808.0,14476,258467.0,106535.0,30063.0,9555.0,42777.0,1003.0,43171.0
2017,11,B6,23664,64,37,3082,69007.0,23605,-98545.0,23563,388822.0,151850.0,59563.0,776.0,42060.0,2278.0,53150.0
2017,11,DL,74348,0,60,4642,109815.0,74348,-666387.0,74288,1202439.0,507675.0,128605.0,7860.0,62584.0,425.0,49584.0
2017,11,EV,20595,65,19,2730,90140.0,20531,-43295.0,20511,385888.0,152993.0,61465.0,2753.0,54295.0,0.0,59398.0
2017,11,F9,9165,18,11,1259,67633.0,9147,-13584.0,9136,135676.0,87146.0,24395.0,340.0,13876.0,0.0,43859.0
